Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
26.0,female,64192,doctorate,0,hiking,1959,suburban,167.0,210,spring,1,1,1
27.0,non-binary,81155,bachelor,0,skiing,888,suburban,174.0,222,spring,1,0,1
63.0,non-binary,98805,master,8,swimming,2358,suburban,37.0,292,spring,0,0,0
,male,34506,master,2,swimming,2689,urban,275.0,178,summer,0,0,0
64.0,female,35104,master,7,skiing,2581,rural,250.0,37,fall,1,0,0
43.0,male,46317,bachelor,0,swimming,819,urban,249.0,115,summer,0,1,0
18.0,male,56176,high school,3,swimming,2295,suburban,200.0,246,spring,0,0,0
47.0,non-binary,46199,bachelor,2,hiking,1276,rural,137.0,24,winter,0,0,0
55.0,male,82192,master,6,skiing,3078,suburban,199.0,226,fall,1,0,1
32.0,female,87016,bachelor,2,skiing,4374,urban,30.0,194,fall,0,1,1
42.0,non-binary,97193,high school,4,hiking,4110,urban,122.0,143,winter,1,0,1
23.0,female,73393,bachelor,1,skiing,4912,rural,222.0,117,fall,1,1,0
,female,107304,doctorate,2,skiing,1337,suburban,135.0,178,summer,1,0,1
18.0,female,62232,bachelor,0,swimming,1144,rural,137.0,120,fall,0,1,0
20.0,female,63818,doctorate,2,sunbathing,2734,urban,139.0,70,fall,0,0,0
34.0,male,71587,bachelor,7,skiing,3354,suburban,223.0,72,summer,0,1,0
65.0,non-binary,61514,high school,2,swimming,1459,rural,74.0,179,summer,0,0,0
25.0,male,66238,high school,0,skiing,2347,suburban,68.0,146,spring,0,1,1
66.0,non-binary,23546,master,5,skiing,1376,rural,80.0,146,winter,1,0,1
57.0,male,31752,high school,0,hiking,2168,rural,139.0,209,winter,1,1,1
34.0,non-binary,25144,bachelor,2,swimming,3182,urban,75.0,30,fall,1,0,0
42.0,female,57079,doctorate,1,hiking,3109,rural,286.0,229,summer,1,1,0
58.0,female,94827,high school,2,sunbathing,4470,urban,261.0,127,fall,1,0,0
29.0,male,58740,master,9,hiking,3708,urban,80.0,169,spring,1,0,1
46.0,male,64304,high school,9,sunbathing,4840,urban,216.0,45,spring,1,1,0
42.0,female,67041,master,1,skiing,4155,suburban,179.0,78,fall,0,0,0
68.0,male,93371,doctorate,0,skiing,4271,rural,288.0,145,summer,1,0,0
53.0,male,50221,high school,4,sunbathing,1562,rural,246.0,134,fall,1,0,0
42.0,non-binary,83347,bachelor,3,hiking,3258,rural,91.0,279,spring,1,1,1
46.0,non-binary,119016,bachelor,0,swimming,2197,suburban,,66,summer,1,1,0
28.0,non-binary,70243,bachelor,2,sunbathing,2926,suburban,62.0,1,winter,0,0,0
21.0,male,106084,high school,9,skiing,4598,rural,256.0,53,winter,0,0,0
31.0,female,24976,doctorate,4,swimming,3916,suburban,22.0,75,spring,1,1,0
,female,112429,bachelor,6,hiking,703,rural,19.0,126,fall,1,0,1
55.0,female,76977,bachelor,0,swimming,3879,rural,19.0,61,summer,1,0,0
,female,119049,high school,8,sunbathing,2847,urban,150.0,202,spring,1,1,0
19.0,non-binary,94027,master,6,sunbathing,3348,urban,247.0,193,winter,1,0,0
25.0,non-binary,57402,master,2,skiing,1855,urban,159.0,167,spring,0,0,1
53.0,male,58056,bachelor,9,sunbathing,2349,rural,151.0,236,spring,1,0,0
27.0,female,52724,bachelor,4,sunbathing,1815,suburban,213.0,94,spring,1,0,0
24.0,male,25469,doctorate,4,hiking,3229,urban,196.0,194,summer,0,0,0
53.0,female,31273,master,6,sunbathing,1237,rural,279.0,198,fall,0,1,0
33.0,female,119743,bachelor,1,sunbathing,3564,rural,198.0,286,spring,1,0,0
31.0,male,90213,doctorate,3,skiing,990,urban,289.0,117,winter,1,0,0
33.0,non-binary,113465,master,4,sunbathing,3390,suburban,200.0,175,winter,0,1,0
,male,58440,bachelor,2,sunbathing,2743,rural,186.0,120,fall,0,0,0
58.0,male,113997,doctorate,8,sunbathing,3845,urban,239.0,11,fall,1,0,0
21.0,female,115532,bachelor,6,sunbathing,1747,rural,215.0,54,summer,1,0,0
46.0,non-binary,119481,bachelor,7,hiking,927,rural,238.0,101,spring,0,0,0
23.0,male,38019,high school,9,sunbathing,520,urban,8.0,226,spring,1,1,0
18.0,non-binary,47654,master,1,hiking,3812,urban,6.0,38,spring,1,0,1
56.0,non-binary,20676,doctorate,5,hiking,1042,rural,296.0,293,spring,0,1,0
18.0,non-binary,61187,high school,1,sunbathing,1493,urban,228.0,89,winter,1,1,0
68.0,non-binary,49617,bachelor,4,sunbathing,2432,urban,71.0,297,fall,1,0,0
57.0,female,92897,master,5,hiking,1450,urban,297.0,132,winter,1,0,0
,female,98803,high school,3,skiing,2994,urban,22.0,267,winter,1,1,1
18.0,female,103817,master,6,skiing,3635,rural,225.0,31,spring,0,0,0
18.0,female,66455,doctorate,7,sunbathing,4505,suburban,266.0,68,fall,0,1,0
56.0,female,103175,doctorate,6,swimming,3893,urban,53.0,179,spring,0,1,0
38.0,male,83606,bachelor,9,sunbathing,1471,suburban,135.0,73,fall,0,0,0
62.0,non-binary,88851,bachelor,8,sunbathing,4156,suburban,207.0,216,spring,1,1,0
47.0,female,35030,bachelor,4,swimming,1204,suburban,187.0,99,winter,1,0,0
,non-binary,36648,high school,4,swimming,1515,rural,282.0,79,fall,0,0,0
50.0,female,59838,bachelor,2,skiing,3829,rural,162.0,73,spring,0,1,0
65.0,female,70644,bachelor,6,swimming,4186,suburban,113.0,222,fall,1,1,0
39.0,male,105090,master,7,skiing,4103,urban,117.0,73,winter,0,0,0
47.0,non-binary,105596,bachelor,9,swimming,4472,rural,256.0,131,fall,0,0,0
63.0,female,78001,doctorate,2,skiing,2558,urban,11.0,276,summer,0,0,1
21.0,female,41427,doctorate,5,swimming,4622,rural,200.0,108,spring,1,0,0
,male,60093,high school,4,skiing,4319,urban,249.0,226,spring,0,0,0
61.0,non-binary,28586,doctorate,9,hiking,3978,rural,14.0,148,winter,1,1,1
42.0,non-binary,26809,,4,hiking,2741,suburban,14.0,67,fall,1,0,1
29.0,female,47859,bachelor,6,sunbathing,3861,suburban,40.0,275,winter,0,0,0
34.0,male,79096,doctorate,3,hiking,2970,urban,9.0,212,winter,0,1,1
32.0,male,72873,high school,3,sunbathing,4919,urban,110.0,249,summer,0,1,0
27.0,female,116884,master,8,skiing,2294,rural,158.0,136,winter,0,0,0
52.0,non-binary,118892,doctorate,5,skiing,2069,rural,22.0,23,winter,0,0,1
69.0,female,93375,doctorate,9,skiing,4958,suburban,179.0,154,summer,1,0,0
,non-binary,113538,bachelor,4,sunbathing,2377,rural,245.0,3,spring,0,1,0
46.0,male,100437,doctorate,6,skiing,3965,urban,,74,spring,1,0,0
29.0,female,80696,doctorate,0,skiing,2862,urban,,149,winter,1,0,1
18.0,female,82935,high school,6,sunbathing,3761,urban,240.0,225,winter,0,1,0
18.0,female,94396,master,7,hiking,3737,suburban,167.0,276,spring,0,0,1
27.0,non-binary,21698,bachelor,8,swimming,2068,urban,190.0,74,winter,1,0,0
35.0,non-binary,45139,,1,sunbathing,4535,rural,137.0,239,fall,1,1,0
64.0,male,90771,bachelor,2,hiking,3552,urban,104.0,143,winter,0,0,1
19.0,non-binary,79888,master,3,swimming,4541,suburban,6.0,91,fall,0,0,0
66.0,non-binary,64244,bachelor,0,sunbathing,1991,suburban,294.0,199,summer,1,1,0
25.0,female,37291,high school,3,hiking,3746,rural,44.0,0,winter,0,1,0
39.0,male,75282,doctorate,1,sunbathing,1983,suburban,80.0,79,summer,0,0,0
39.0,male,75558,doctorate,9,sunbathing,3667,rural,232.0,217,summer,1,1,0
43.0,female,71910,doctorate,6,hiking,3180,suburban,19.0,237,fall,1,1,1
43.0,non-binary,28276,bachelor,0,swimming,2678,suburban,96.0,117,fall,0,0,0
26.0,non-binary,30804,,6,hiking,3344,urban,224.0,49,fall,1,1,0
38.0,female,33648,doctorate,8,sunbathing,3917,suburban,32.0,64,spring,1,1,0
,female,21603,master,8,sunbathing,4713,urban,294.0,251,winter,1,1,0
,non-binary,26316,doctorate,1,swimming,1503,suburban,283.0,210,summer,1,1,0
60.0,male,49296,doctorate,9,hiking,2068,urban,22.0,135,fall,1,1,1
23.0,female,30183,bachelor,3,hiking,746,urban,102.0,151,spring,1,1,1
31.0,non-binary,101592,bachelor,3,skiing,3715,urban,208.0,71,winter,0,0,0
,female,32561,doctorate,3,sunbathing,4666,rural,184.0,251,winter,0,1,0
,male,92286,high school,3,skiing,2292,suburban,,182,spring,0,0,0
41.0,male,65615,master,6,swimming,4382,suburban,160.0,190,spring,0,0,0
26.0,non-binary,51528,bachelor,7,sunbathing,1859,rural,164.0,126,summer,1,1,0
,male,84318,high school,7,sunbathing,3302,urban,153.0,276,spring,1,0,0
40.0,female,60604,,7,swimming,3773,suburban,75.0,117,fall,0,0,0
65.0,male,91912,high school,9,swimming,1744,urban,41.0,151,summer,0,1,0
68.0,non-binary,52016,high school,2,skiing,3242,urban,125.0,120,spring,0,0,0
19.0,female,91193,bachelor,3,swimming,3247,urban,138.0,161,summer,0,1,0
32.0,male,90601,master,1,hiking,1340,urban,202.0,263,spring,0,0,1
52.0,male,111559,master,6,sunbathing,4415,rural,139.0,248,fall,0,1,0
53.0,male,52647,bachelor,1,hiking,3418,urban,217.0,91,winter,1,1,0
69.0,non-binary,101584,master,7,sunbathing,700,urban,22.0,261,fall,0,1,0
45.0,non-binary,31943,bachelor,1,skiing,4023,suburban,168.0,10,winter,0,0,0
56.0,male,88732,high school,8,swimming,2523,urban,11.0,201,summer,1,0,0
61.0,female,102177,doctorate,9,swimming,3578,urban,88.0,257,summer,0,1,0
21.0,male,102612,high school,3,hiking,664,urban,147.0,241,spring,0,0,1
,female,29934,bachelor,4,sunbathing,1649,urban,208.0,163,summer,0,0,0
23.0,female,85590,bachelor,6,hiking,4884,urban,175.0,281,winter,0,0,1
47.0,non-binary,108731,high school,4,skiing,2212,rural,96.0,280,spring,0,0,1
63.0,male,70949,high school,2,hiking,2102,rural,284.0,214,summer,0,1,0
52.0,non-binary,22471,doctorate,7,hiking,4709,suburban,227.0,269,spring,0,1,1
66.0,male,101858,high school,9,hiking,3314,urban,246.0,23,winter,1,1,0
60.0,female,108527,master,0,skiing,2984,rural,44.0,231,spring,0,1,1
27.0,non-binary,72982,master,9,hiking,4153,urban,64.0,106,fall,0,1,1
,non-binary,38038,doctorate,9,sunbathing,4859,urban,259.0,135,spring,1,1,0
59.0,non-binary,73441,bachelor,8,sunbathing,1125,urban,279.0,85,spring,0,1,0
59.0,female,87836,bachelor,7,sunbathing,2259,rural,185.0,152,spring,1,1,0
20.0,non-binary,49698,bachelor,7,sunbathing,4797,urban,137.0,162,spring,1,1,0
43.0,male,109335,high school,9,skiing,1976,suburban,141.0,16,spring,0,0,0
32.0,male,95402,bachelor,4,sunbathing,3399,rural,18.0,64,summer,1,1,0
34.0,female,30862,high school,9,sunbathing,1123,suburban,54.0,231,fall,1,0,0
44.0,non-binary,47288,doctorate,4,sunbathing,2676,suburban,290.0,181,spring,0,0,0
35.0,male,86369,bachelor,3,swimming,2662,urban,18.0,178,winter,0,0,0
68.0,non-binary,78504,high school,0,skiing,3557,rural,19.0,219,winter,0,0,1
36.0,male,38618,master,7,skiing,537,suburban,90.0,96,spring,1,1,1
29.0,female,99453,high school,7,skiing,4026,urban,160.0,191,spring,1,1,1
41.0,male,56246,high school,3,sunbathing,4770,suburban,214.0,47,fall,1,1,0
22.0,male,78343,master,2,hiking,3061,suburban,190.0,94,fall,0,0,0
41.0,male,48288,doctorate,7,swimming,936,suburban,194.0,238,winter,0,1,0
44.0,female,91178,bachelor,9,swimming,3101,rural,173.0,219,fall,1,0,0
65.0,male,103663,master,9,sunbathing,1393,suburban,208.0,7,spring,0,1,0
,female,70716,high school,6,swimming,2951,suburban,193.0,272,fall,1,0,0
32.0,female,108166,bachelor,8,sunbathing,515,urban,199.0,114,summer,1,1,0
64.0,male,101646,bachelor,2,skiing,3421,urban,24.0,278,winter,0,1,1
55.0,non-binary,44070,bachelor,3,skiing,3193,rural,42.0,19,fall,1,1,0
61.0,male,87749,high school,8,hiking,1831,urban,196.0,160,fall,1,1,0
51.0,female,36387,doctorate,0,sunbathing,3966,rural,25.0,294,spring,1,1,0
44.0,non-binary,89883,bachelor,3,swimming,672,urban,298.0,223,summer,1,1,0
37.0,male,109335,doctorate,0,hiking,4733,rural,197.0,116,summer,1,0,0
58.0,male,20471,bachelor,9,skiing,4411,rural,144.0,148,winter,0,0,1
49.0,male,43453,master,3,hiking,4493,suburban,20.0,30,winter,1,1,1
21.0,male,63506,master,5,hiking,2458,urban,233.0,134,spring,1,0,0
22.0,male,87849,bachelor,5,swimming,2861,rural,95.0,285,winter,1,0,0
25.0,non-binary,45835,bachelor,8,hiking,2754,urban,33.0,258,summer,1,0,1
39.0,male,112085,doctorate,7,swimming,4778,rural,196.0,135,fall,1,1,0
59.0,female,25747,master,7,swimming,4652,urban,299.0,255,winter,1,0,0
24.0,female,74824,master,2,swimming,3292,suburban,154.0,119,winter,1,1,0
39.0,non-binary,52518,doctorate,5,sunbathing,1321,urban,82.0,165,fall,0,0,0
63.0,female,119511,bachelor,0,sunbathing,4084,rural,,160,fall,1,1,0
47.0,non-binary,84992,high school,2,hiking,1066,suburban,162.0,122,spring,0,1,0
54.0,female,99379,high school,9,sunbathing,1729,suburban,247.0,23,fall,0,1,0
33.0,non-binary,42277,doctorate,6,swimming,2917,urban,275.0,264,fall,0,0,0
32.0,male,50037,master,8,skiing,1752,suburban,281.0,114,spring,1,0,0
22.0,female,103709,high school,1,swimming,1478,urban,40.0,169,winter,0,1,0
20.0,female,46639,high school,8,sunbathing,3386,rural,192.0,263,summer,0,0,0
40.0,non-binary,23169,doctorate,8,swimming,4899,rural,63.0,143,summer,1,1,0
,non-binary,37179,high school,9,skiing,3621,suburban,16.0,223,spring,0,1,1
22.0,non-binary,43442,doctorate,7,swimming,4756,suburban,198.0,261,spring,0,1,0
40.0,female,97413,high school,0,hiking,2524,suburban,43.0,254,summer,1,0,1
32.0,non-binary,27737,doctorate,1,sunbathing,1656,suburban,153.0,97,summer,0,0,0
,male,49289,,4,hiking,2628,rural,174.0,162,spring,0,0,0
42.0,non-binary,104564,,5,skiing,4334,suburban,79.0,154,winter,1,1,1
25.0,male,40866,bachelor,7,hiking,3553,rural,,149,spring,0,1,0
48.0,male,101440,bachelor,1,hiking,4323,urban,54.0,260,winter,1,1,1
38.0,non-binary,20903,high school,7,hiking,3204,suburban,149.0,211,spring,0,1,1
19.0,male,119750,master,2,hiking,1527,suburban,267.0,275,spring,0,1,1
39.0,male,56265,high school,8,hiking,1443,rural,19.0,274,summer,1,0,1
25.0,male,41787,master,5,sunbathing,3579,urban,,252,fall,1,1,0
40.0,non-binary,111036,high school,2,swimming,4532,suburban,96.0,222,fall,1,0,0
49.0,non-binary,99850,bachelor,2,skiing,4152,urban,111.0,43,fall,0,0,0
25.0,male,101587,bachelor,8,hiking,2277,suburban,213.0,87,fall,0,0,0
,female,114544,doctorate,0,hiking,2548,suburban,273.0,200,summer,0,0,0
47.0,male,41581,master,8,hiking,3449,rural,228.0,251,summer,1,0,1
36.0,non-binary,95939,master,5,swimming,2941,rural,81.0,232,summer,1,0,0
,male,32512,doctorate,6,skiing,3218,urban,237.0,250,winter,0,0,1
35.0,male,40516,master,8,swimming,1437,rural,148.0,7,winter,0,0,0
46.0,non-binary,64001,high school,7,skiing,3044,rural,45.0,132,summer,0,1,1
40.0,non-binary,49457,high school,8,hiking,3023,urban,228.0,5,winter,0,1,0
50.0,female,83944,master,7,swimming,4260,suburban,211.0,231,winter,1,1,0
69.0,male,23601,master,3,skiing,2626,suburban,40.0,208,summer,0,1,1
64.0,male,21220,master,8,sunbathing,2706,urban,102.0,185,summer,1,1,0
35.0,male,48747,bachelor,0,hiking,3976,suburban,116.0,84,spring,1,0,0
61.0,female,24856,doctorate,7,swimming,3850,rural,47.0,282,summer,0,1,0
50.0,female,68751,doctorate,8,hiking,1409,suburban,101.0,253,fall,1,0,1
24.0,male,75233,high school,4,hiking,1694,urban,56.0,258,winter,1,1,1
68.0,non-binary,70964,master,6,skiing,703,rural,277.0,132,summer,1,1,0
45.0,male,87855,bachelor,4,swimming,3623,urban,234.0,146,spring,1,0,0
18.0,male,53443,doctorate,0,hiking,4222,urban,112.0,143,summer,1,1,1
56.0,male,69250,master,3,hiking,1753,urban,264.0,272,fall,1,1,1
51.0,non-binary,74355,bachelor,0,sunbathing,4781,urban,27.0,46,fall,0,0,0
56.0,female,36481,master,8,swimming,2145,urban,209.0,193,summer,1,0,0
36.0,female,95283,doctorate,8,sunbathing,4107,suburban,273.0,72,fall,0,1,0
48.0,male,113771,bachelor,2,skiing,3401,suburban,290.0,15,winter,1,0,0
30.0,male,86796,bachelor,6,sunbathing,534,suburban,288.0,55,fall,1,0,0
41.0,male,103094,bachelor,7,skiing,3376,suburban,262.0,69,winter,1,0,0
22.0,non-binary,89624,high school,7,skiing,622,rural,149.0,290,winter,0,0,1
40.0,male,35648,high school,6,hiking,4490,rural,116.0,231,spring,0,1,1
36.0,non-binary,92754,bachelor,3,sunbathing,3244,urban,38.0,220,summer,1,1,0
,male,73932,doctorate,0,swimming,4822,urban,84.0,291,spring,0,1,0
50.0,male,73699,doctorate,1,skiing,547,urban,168.0,15,spring,1,1,0
,male,102991,doctorate,5,hiking,732,rural,132.0,168,spring,0,0,1
50.0,female,63633,high school,9,swimming,3039,rural,114.0,296,fall,0,1,0
49.0,male,39534,doctorate,7,hiking,4382,rural,167.0,274,winter,0,0,1
45.0,male,78698,,1,skiing,4186,urban,266.0,111,spring,1,0,0
54.0,male,112926,high school,0,skiing,4613,suburban,93.0,127,summer,1,0,1
58.0,male,108388,master,9,skiing,4459,urban,293.0,115,summer,0,1,0
29.0,non-binary,23263,bachelor,2,sunbathing,2814,urban,208.0,280,winter,1,0,0
26.0,non-binary,113943,doctorate,0,skiing,4938,urban,47.0,18,spring,1,0,0
,male,103690,master,1,sunbathing,916,suburban,49.0,139,fall,0,1,0
28.0,non-binary,20945,master,8,skiing,1151,urban,103.0,181,winter,1,1,1
50.0,male,111495,master,4,hiking,1091,urban,205.0,142,winter,1,1,0
36.0,male,22952,high school,8,hiking,2746,rural,52.0,193,fall,0,0,1
59.0,non-binary,28235,,8,skiing,3927,rural,179.0,118,winter,0,1,0
51.0,non-binary,46335,master,6,sunbathing,3197,suburban,171.0,293,winter,1,0,0
,male,68660,doctorate,8,hiking,2464,urban,296.0,227,summer,0,0,0
48.0,female,104184,master,1,skiing,4659,suburban,223.0,240,winter,1,0,1
69.0,male,70879,high school,9,swimming,2394,urban,254.0,134,spring,1,1,0
19.0,male,33367,bachelor,6,sunbathing,4602,rural,178.0,279,summer,0,0,0
36.0,female,106993,doctorate,8,swimming,1315,rural,157.0,75,fall,1,1,0
55.0,non-binary,102954,doctorate,4,skiing,1179,rural,269.0,231,winter,0,0,0
49.0,female,79102,master,8,swimming,1223,suburban,278.0,76,spring,1,0,0
27.0,male,20104,doctorate,7,swimming,3280,rural,11.0,221,spring,1,0,0
,non-binary,50695,master,6,swimming,3075,rural,130.0,271,summer,0,0,0
25.0,female,48625,high school,9,hiking,3882,suburban,279.0,79,spring,0,1,0
43.0,female,85237,bachelor,9,hiking,662,suburban,74.0,267,summer,1,0,1
47.0,male,89200,master,7,swimming,2835,urban,83.0,111,fall,1,0,0
,female,72054,doctorate,1,hiking,2163,rural,238.0,130,winter,0,1,0
58.0,male,65605,bachelor,8,skiing,3405,rural,141.0,118,spring,0,1,0
37.0,non-binary,80023,doctorate,3,swimming,1846,rural,241.0,45,fall,0,1,0
37.0,female,36027,master,0,hiking,4377,suburban,80.0,185,spring,1,1,1
26.0,non-binary,87590,bachelor,3,swimming,4977,urban,55.0,23,summer,0,1,0
25.0,non-binary,71841,,3,sunbathing,1276,suburban,104.0,116,summer,1,1,0
32.0,male,116299,doctorate,3,hiking,2789,urban,227.0,119,spring,1,1,0
51.0,female,45793,high school,5,swimming,2121,urban,117.0,173,summer,0,0,0
41.0,non-binary,88245,high school,0,hiking,1852,urban,217.0,26,winter,0,0,0
50.0,female,64985,high school,2,skiing,4869,suburban,299.0,227,winter,0,0,0
58.0,female,89504,doctorate,9,hiking,502,suburban,106.0,144,winter,0,0,1
58.0,female,21633,,7,swimming,3023,suburban,131.0,144,fall,1,1,0
62.0,female,93764,high school,8,skiing,2039,suburban,151.0,63,winter,1,1,0
57.0,non-binary,50008,bachelor,7,sunbathing,1471,urban,123.0,146,spring,0,1,0
44.0,female,43178,bachelor,0,sunbathing,656,suburban,194.0,8,spring,0,1,0
38.0,male,41052,doctorate,5,hiking,3499,rural,234.0,48,summer,1,1,0
22.0,male,106669,bachelor,4,swimming,3704,urban,61.0,242,fall,1,1,0
52.0,female,26727,bachelor,6,skiing,3263,urban,128.0,115,winter,0,0,0
38.0,female,29808,high school,8,hiking,3944,suburban,246.0,253,fall,1,0,1
21.0,male,63084,,3,skiing,3291,rural,220.0,245,summer,1,0,1
,female,102798,bachelor,9,skiing,4123,urban,93.0,83,fall,1,0,0
65.0,non-binary,88870,master,9,skiing,1059,rural,177.0,230,winter,0,1,1
33.0,female,71790,high school,7,swimming,3947,suburban,190.0,132,summer,1,0,0
48.0,female,86984,bachelor,0,swimming,3585,suburban,211.0,176,spring,0,1,0
43.0,non-binary,117901,bachelor,5,swimming,4682,urban,263.0,262,spring,1,0,0
69.0,female,81198,bachelor,6,hiking,3442,suburban,150.0,216,winter,0,0,1
52.0,non-binary,113930,master,9,skiing,1814,rural,171.0,215,summer,0,1,1
23.0,non-binary,119043,high school,8,hiking,1464,suburban,233.0,205,summer,1,1,0
50.0,male,34429,master,1,swimming,1705,suburban,251.0,94,winter,0,1,0
,male,49881,doctorate,7,skiing,3719,suburban,267.0,87,fall,0,1,0
33.0,female,81486,high school,3,swimming,2986,urban,66.0,147,winter,0,1,0
,male,27971,master,4,skiing,3571,rural,9.0,171,spring,0,1,1
,female,70302,doctorate,7,skiing,4890,rural,172.0,12,winter,1,0,0
51.0,female,76397,bachelor,6,hiking,2267,rural,72.0,135,fall,0,1,1
59.0,male,112675,bachelor,2,sunbathing,1178,suburban,30.0,12,winter,0,0,0
32.0,male,85888,bachelor,4,swimming,1790,rural,183.0,188,spring,1,0,0
23.0,female,107609,bachelor,3,hiking,1438,suburban,34.0,127,fall,0,1,1
19.0,female,75030,high school,0,skiing,4861,suburban,211.0,93,fall,0,0,0
41.0,female,114919,master,9,hiking,4841,rural,98.0,107,summer,1,1,1
66.0,non-binary,24686,high school,0,hiking,4165,urban,203.0,197,spring,1,1,0
45.0,female,102149,master,8,sunbathing,4074,rural,203.0,289,summer,0,1,0
18.0,female,20320,high school,4,swimming,1204,urban,244.0,80,spring,0,1,0
18.0,female,38917,bachelor,9,swimming,4120,suburban,78.0,183,winter,1,1,0
45.0,male,72890,,2,sunbathing,1297,urban,28.0,197,winter,1,0,0
53.0,male,65133,bachelor,0,hiking,4589,rural,104.0,29,fall,1,1,0
37.0,non-binary,78967,master,1,hiking,2117,urban,67.0,204,fall,0,1,1
65.0,female,114031,doctorate,1,swimming,530,urban,272.0,173,summer,1,1,0
25.0,female,110304,high school,4,hiking,829,rural,122.0,198,winter,1,1,1
18.0,female,100617,high school,4,sunbathing,2173,urban,23.0,126,fall,0,0,0
43.0,female,26987,bachelor,0,hiking,3050,rural,202.0,267,winter,1,0,1
68.0,female,20808,bachelor,1,sunbathing,1783,rural,151.0,153,summer,1,0,0
60.0,female,97385,doctorate,3,sunbathing,4961,suburban,64.0,280,fall,0,1,0
66.0,male,103753,master,5,sunbathing,1748,rural,,90,fall,0,1,0
42.0,non-binary,24514,high school,5,skiing,4409,suburban,138.0,72,fall,1,1,0
27.0,male,102736,master,1,swimming,2890,suburban,41.0,32,summer,1,0,0
